,Zipcode,Stats,WORK EXPERIENCE,Below poverty level,Percent below poverty level,Total
8839,62501,Margin of Error,Worked part-time or part-year in the past 12 months,30.0,6.0,162.0
8840,62510,Estimate,Did not work,38.0,8.7,435.0
8841,62510,Estimate,Population 16 years and over,98.0,7.6,1293.0
8842,62510,Estimate,"Worked full-time, year-round in the past 12 months",11.0,1.8,603.0
8843,62510,Estimate,Worked part-time or part-year in the past 12 months,49.0,19.2,255.0
8844,62510,Margin of Error,Did not work,32.0,7.4,134.0
8845,62510,Margin of Error,Population 16 years and over,42.0,3.5,246.0
8846,62510,Margin of Error,"Worked full-time, year-round in the past 12 months",11.0,1.9,193.0
8847,62510,Margin of Error,Worked part-time or part-year in the past 12 months,27.0,9.8,69.0
8848,62512,Estimate,Did not work,0.0,0.0,84.0
8849,62512,Estimate,Population 16 years and over,19.0,5.4,355.0
8850,62512,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,175.0
8851,62512,Estimate,Worked part-time or part-year in the past 12 months,19.0,19.8,96.0
8852,62512,Margin of Error,Did not work,12.0,31.0,36.0
8853,62512,Margin of Error,Population 16 years and over,30.0,7.8,104.0
8854,62512,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,16.9,62.0
8855,62512,Margin of Error,Worked part-time or part-year in the past 12 months,30.0,27.3,51.0
8856,62513,Estimate,Did not work,49.0,13.5,364.0
8857,62513,Estimate,Population 16 years and over,107.0,8.8,1214.0
8858,62513,Estimate,"Worked full-time, year-round in the past 12 months",13.0,2.2,580.0
8859,62513,Estimate,Worked part-time or part-year in the past 12 months,45.0,16.7,270.0
8860,62513,Margin of Error,Did not work,36.0,9.7,87.0
8861,62513,Margin of Error,Population 16 years and over,64.0,5.1,182.0
8862,62513,Margin of Error,"Worked full-time, year-round in the past 12 months",16.0,2.8,118.0
8863,62513,Margin of Error,Worked part-time or part-year in the past 12 months,31.0,10.2,89.0
8864,62514,Estimate,Did not work,4.0,10.5,38.0
8865,62514,Estimate,Population 16 years and over,20.0,7.6,262.0
8866,62514,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,164.0
8867,62514,Estimate,Worked part-time or part-year in the past 12 months,16.0,26.7,60.0
8868,62514,Margin of Error,Did not work,6.0,18.8,27.0
8869,62514,Margin of Error,Population 16 years and over,23.0,8.5,78.0
8870,62514,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,17.9,77.0
8871,62514,Margin of Error,Worked part-time or part-year in the past 12 months,20.0,28.7,36.0
8872,62515,Estimate,Did not work,62.0,23.2,267.0
8873,62515,Estimate,Population 16 years and over,102.0,12.8,794.0
8874,62515,Estimate,"Worked full-time, year-round in the past 12 months",33.0,8.6,385.0
8875,62515,Estimate,Worked part-time or part-year in the past 12 months,7.0,4.9,142.0
8876,62515,Margin of Error,Did not work,63.0,19.1,82.0
8877,62515,Margin of Error,Population 16 years and over,95.0,11.1,148.0
8878,62515,Margin of Error,"Worked full-time, year-round in the past 12 months",34.0,8.6,89.0
8879,62515,Margin of Error,Worked part-time or part-year in the past 12 months,8.0,5.8,58.0
8880,62517,Estimate,Did not work,15.0,25.0,60.0
8881,62517,Estimate,Population 16 years and over,18.0,9.4,192.0
8882,62517,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,88.0
8883,62517,Estimate,Worked part-time or part-year in the past 12 months,3.0,6.8,44.0
8884,62517,Margin of Error,Did not work,15.0,18.4,29.0
8885,62517,Margin of Error,Population 16 years and over,15.0,7.2,66.0
8886,62517,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,29.9,38.0
8887,62517,Margin of Error,Worked part-time or part-year in the past 12 months,3.0,8.3,26.0
8888,62518,Estimate,Did not work,7.0,14.6,48.0
8889,62518,Estimate,Population 16 years and over,7.0,8.1,86.0
8890,62518,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,20.0
8891,62518,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,18.0
8892,62518,Margin of Error,Did not work,11.0,24.8,29.0
8893,62518,Margin of Error,Population 16 years and over,11.0,14.6,42.0
8894,62518,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,66.3,14.0
8895,62518,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,69.9,17.0
8896,62519,Estimate,Did not work,0.0,0.0,14.0
8897,62519,Estimate,Population 16 years and over,0.0,0.0,71.0
8898,62519,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,57.0
8899,62519,Estimate,Worked part-time or part-year in the past 12 months,0.0,,0.0
8900,62519,Margin of Error,Did not work,12.0,79.3,22.0
8901,62519,Margin of Error,Population 16 years and over,12.0,34.8,75.0
8902,62519,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,39.3,64.0
8903,62519,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,,12.0
8904,62520,Estimate,Did not work,18.0,3.5,511.0
8905,62520,Estimate,Population 16 years and over,69.0,5.2,1326.0
8906,62520,Estimate,"Worked full-time, year-round in the past 12 months",16.0,3.1,514.0
8907,62520,Estimate,Worked part-time or part-year in the past 12 months,35.0,11.6,301.0
8908,62520,Margin of Error,Did not work,17.0,3.2,116.0
8909,62520,Margin of Error,Population 16 years and over,34.0,2.6,229.0
8910,62520,Margin of Error,"Worked full-time, year-round in the past 12 months",15.0,3.0,136.0
8911,62520,Margin of Error,Worked part-time or part-year in the past 12 months,27.0,8.4,98.0
8912,62521,Estimate,Did not work,1848.0,18.3,10077.0
8913,62521,Estimate,Population 16 years and over,3171.0,11.5,27468.0
8914,62521,Estimate,"Worked full-time, year-round in the past 12 months",335.0,2.9,11396.0
8915,62521,Estimate,Worked part-time or part-year in the past 12 months,988.0,16.5,5995.0
8916,62521,Margin of Error,Did not work,303.0,2.8,651.0
8917,62521,Margin of Error,Population 16 years and over,417.0,1.5,866.0
8918,62521,Margin of Error,"Worked full-time, year-round in the past 12 months",136.0,1.2,623.0
8919,62521,Margin of Error,Worked part-time or part-year in the past 12 months,239.0,4.0,568.0
8920,62522,Estimate,Did not work,1181.0,28.5,4139.0
8921,62522,Estimate,Population 16 years and over,2191.0,19.3,11329.0
8922,62522,Estimate,"Worked full-time, year-round in the past 12 months",237.0,5.5,4300.0
8923,62522,Estimate,Worked part-time or part-year in the past 12 months,773.0,26.7,2890.0
8924,62522,Margin of Error,Did not work,296.0,5.7,554.0
8925,62522,Margin of Error,Population 16 years and over,460.0,3.7,770.0
8926,62522,Margin of Error,"Worked full-time, year-round in the past 12 months",124.0,2.7,476.0
8927,62522,Margin of Error,Worked part-time or part-year in the past 12 months,250.0,7.0,362.0
8928,62523,Estimate,Did not work,172.0,64.7,266.0
8929,62523,Estimate,Population 16 years and over,242.0,59.0,410.0
8930,62523,Estimate,"Worked full-time, year-round in the past 12 months",14.0,21.2,66.0
8931,62523,Estimate,Worked part-time or part-year in the past 12 months,56.0,71.8,78.0
8932,62523,Margin of Error,Did not work,62.0,20.3,71.0
8933,62523,Margin of Error,Population 16 years and over,72.0,15.2,78.0
8934,62523,Margin of Error,"Worked full-time, year-round in the past 12 months",25.0,32.5,52.0
8935,62523,Margin of Error,Worked part-time or part-year in the past 12 months,48.0,32.4,48.0
8936,62526,Estimate,Did not work,2491.0,25.4,9812.0
8937,62526,Estimate,Population 16 years and over,4006.0,16.4,24364.0
8938,62526,Estimate,"Worked full-time, year-round in the past 12 months",310.0,3.3,9333.0
8939,62526,Estimate,Worked part-time or part-year in the past 12 months,1205.0,23.1,5219.0
8940,62526,Margin of Error,Did not work,377.0,3.7,654.0
8941,62526,Margin of Error,Population 16 years and over,515.0,2.1,786.0
8942,62526,Margin of Error,"Worked full-time, year-round in the past 12 months",156.0,1.6,653.0
8943,62526,Margin of Error,Worked part-time or part-year in the past 12 months,344.0,5.9,676.0
8944,62530,Estimate,Did not work,46.0,16.1,286.0
8945,62530,Estimate,Population 16 years and over,68.0,6.2,1093.0
8946,62530,Estimate,"Worked full-time, year-round in the past 12 months",11.0,1.7,651.0
8947,62530,Estimate,Worked part-time or part-year in the past 12 months,11.0,7.1,156.0
8948,62530,Margin of Error,Did not work,56.0,16.8,81.0
8949,62530,Margin of Error,Population 16 years and over,59.0,5.2,184.0
8950,62530,Margin of Error,"Worked full-time, year-round in the past 12 months",17.0,2.7,168.0
8951,62530,Margin of Error,Worked part-time or part-year in the past 12 months,10.0,6.0,54.0
8952,62531,Estimate,Did not work,83.0,18.7,444.0
8953,62531,Estimate,Population 16 years and over,105.0,7.4,1428.0
8954,62531,Estimate,"Worked full-time, year-round in the past 12 months",5.0,0.7,721.0
8955,62531,Estimate,Worked part-time or part-year in the past 12 months,17.0,6.5,263.0
8956,62531,Margin of Error,Did not work,39.0,7.5,99.0
8957,62531,Margin of Error,Population 16 years and over,45.0,3.0,184.0
8958,62531,Margin of Error,"Worked full-time, year-round in the past 12 months",6.0,0.9,128.0
8959,62531,Margin of Error,Worked part-time or part-year in the past 12 months,13.0,5.0,63.0
8960,62532,Estimate,Did not work,0.0,0.0,34.0
8961,62532,Estimate,Population 16 years and over,0.0,0.0,71.0
8962,62532,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,27.0
8963,62532,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,10.0
8964,62532,Margin of Error,Did not work,12.0,50.9,29.0
8965,62532,Margin of Error,Population 16 years and over,12.0,34.8,53.0
8966,62532,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,57.1,24.0
8967,62532,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,93.8,15.0
8968,62533,Estimate,Did not work,55.0,23.7,232.0
8969,62533,Estimate,Population 16 years and over,77.0,11.6,662.0
8970,62533,Estimate,"Worked full-time, year-round in the past 12 months",3.0,1.0,301.0
8971,62533,Estimate,Worked part-time or part-year in the past 12 months,19.0,14.7,129.0
8972,62533,Margin of Error,Did not work,31.0,12.7,72.0
8973,62533,Margin of Error,Population 16 years and over,37.0,5.4,140.0
8974,62533,Margin of Error,"Worked full-time, year-round in the past 12 months",5.0,1.6,81.0
8975,62533,Margin of Error,Worked part-time or part-year in the past 12 months,14.0,11.4,46.0
8976,62534,Estimate,Did not work,68.0,16.6,409.0
8977,62534,Estimate,Population 16 years and over,101.0,10.0,1008.0
8978,62534,Estimate,"Worked full-time, year-round in the past 12 months",25.0,6.9,360.0
8979,62534,Estimate,Worked part-time or part-year in the past 12 months,8.0,3.3,239.0
8980,62534,Margin of Error,Did not work,34.0,7.9,106.0
8981,62534,Margin of Error,Population 16 years and over,40.0,4.1,167.0
8982,62534,Margin of Error,"Worked full-time, year-round in the past 12 months",18.0,5.2,140.0
8983,62534,Margin of Error,Worked part-time or part-year in the past 12 months,7.0,3.3,60.0
8984,62535,Estimate,Did not work,152.0,14.9,1018.0
8985,62535,Estimate,Population 16 years and over,161.0,6.4,2501.0
8986,62535,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,1012.0
8987,62535,Estimate,Worked part-time or part-year in the past 12 months,9.0,1.9,471.0
8988,62535,Margin of Error,Did not work,133.0,12.4,177.0
8989,62535,Margin of Error,Population 16 years and over,132.0,5.4,232.0
8990,62535,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,3.2,153.0
8991,62535,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,2.5,127.0
8992,62536,Estimate,Did not work,11.0,9.0,122.0
8993,62536,Estimate,Population 16 years and over,11.0,2.5,437.0
8994,62536,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,199.0
8995,62536,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,116.0
8996,62536,Margin of Error,Did not work,19.0,15.0,78.0
8997,62536,Margin of Error,Population 16 years and over,19.0,4.2,143.0
8998,62536,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,15.0,85.0
8999,62536,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,24.1,63.0
9000,62537,Estimate,Did not work,20.0,38.5,52.0
9001,62537,Estimate,Population 16 years and over,20.0,20.2,99.0
9002,62537,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,32.0
9003,62537,Estimate,Worked part-time or part-year in the past 12 months,0.0,0.0,15.0
9004,62537,Margin of Error,Did not work,18.0,29.3,31.0
9005,62537,Margin of Error,Population 16 years and over,18.0,17.1,48.0
9006,62537,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,52.4,24.0
9007,62537,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,76.6,10.0
9008,62538,Estimate,Did not work,22.0,13.5,163.0
9009,62538,Estimate,Population 16 years and over,32.0,8.0,400.0
9010,62538,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,137.0
9011,62538,Estimate,Worked part-time or part-year in the past 12 months,10.0,10.0,100.0
9012,62538,Margin of Error,Did not work,16.0,12.8,94.0
9013,62538,Margin of Error,Population 16 years and over,18.0,4.7,113.0
9014,62538,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,20.9,65.0
9015,62538,Margin of Error,Worked part-time or part-year in the past 12 months,8.0,8.3,43.0
9016,62539,Estimate,Did not work,106.0,29.0,366.0
9017,62539,Estimate,Population 16 years and over,137.0,14.6,938.0
9018,62539,Estimate,"Worked full-time, year-round in the past 12 months",11.0,2.8,393.0
9019,62539,Estimate,Worked part-time or part-year in the past 12 months,20.0,11.2,179.0
9020,62539,Margin of Error,Did not work,60.0,12.8,96.0
9021,62539,Margin of Error,Population 16 years and over,65.0,6.3,135.0
9022,62539,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,3.0,82.0
9023,62539,Margin of Error,Worked part-time or part-year in the past 12 months,17.0,8.7,47.0
9024,62540,Estimate,Did not work,102.0,20.8,491.0
9025,62540,Estimate,Population 16 years and over,152.0,12.2,1247.0
9026,62540,Estimate,"Worked full-time, year-round in the past 12 months",29.0,5.0,578.0
9027,62540,Estimate,Worked part-time or part-year in the past 12 months,21.0,11.8,178.0
9028,62540,Margin of Error,Did not work,41.0,7.9,91.0
9029,62540,Margin of Error,Population 16 years and over,49.0,4.1,139.0
9030,62540,Margin of Error,"Worked full-time, year-round in the past 12 months",23.0,3.7,116.0
9031,62540,Margin of Error,Worked part-time or part-year in the past 12 months,23.0,12.1,47.0
9032,62541,Estimate,Did not work,0.0,0.0,12.0
9033,62541,Estimate,Population 16 years and over,0.0,0.0,16.0
9034,62541,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,4.0
9035,62541,Estimate,Worked part-time or part-year in the past 12 months,0.0,,0.0
9036,62541,Margin of Error,Did not work,12.0,85.6,16.0
9037,62541,Margin of Error,Population 16 years and over,12.0,74.1,19.0
9038,62541,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,100.0,9.0
9039,62541,Margin of Error,Worked part-time or part-year in the past 12 months,12.0,,12.0
9040,62543,Estimate,Did not work,11.0,9.6,114.0
9041,62543,Estimate,Population 16 years and over,34.0,9.3,366.0
9042,62543,Estimate,"Worked full-time, year-round in the past 12 months",3.0,1.7,175.0
9043,62543,Estimate,Worked part-time or part-year in the past 12 months,20.0,26.0,77.0
9044,62543,Margin of Error,Did not work,17.0,13.6,39.0
9045,62543,Margin of Error,Population 16 years and over,24.0,6.5,92.0
9046,62543,Margin of Error,"Worked full-time, year-round in the past 12 months",5.0,3.0,73.0
9047,62543,Margin of Error,Worked part-time or part-year in the past 12 months,13.0,15.8,33.0
9048,62544,Estimate,Did not work,27.0,7.6,354.0
9049,62544,Estimate,Population 16 years and over,34.0,2.6,1328.0
9050,62544,Estimate,"Worked full-time, year-round in the past 12 months",0.0,0.0,660.0
9051,62544,Estimate,Worked part-time or part-year in the past 12 months,7.0,2.2,314.0
9052,62544,Margin of Error,Did not work,17.0,5.1,115.0
9053,62544,Margin of Error,Population 16 years and over,18.0,1.4,223.0
9054,62544,Margin of Error,"Worked full-time, year-round in the past 12 months",12.0,4.8,125.0
9055,62544,Margin of Error,Worked part-time or part-year in the past 12 months,9.0,2.9,65.0
9056,62545,Estimate,Did not work,14.0,3.8,370.0
9057,62545,Estimate,Population 16 years and over,30.0,2.6,1159.0
