,Zipcode,Stats,ALL INDIVIDUALS WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS,Below poverty level,Percent below poverty level,Total
16879,62421,Margin of Error,500 percent of poverty level,,,164.0
16880,62422,Estimate,125 percent of poverty level,,,256.0
16881,62422,Estimate,150 percent of poverty level,,,308.0
16882,62422,Estimate,185 percent of poverty level,,,357.0
16883,62422,Estimate,200 percent of poverty level,,,420.0
16884,62422,Estimate,300 percent of poverty level,,,589.0
16885,62422,Estimate,400 percent of poverty level,,,711.0
16886,62422,Estimate,50 percent of poverty level,,,141.0
16887,62422,Estimate,500 percent of poverty level,,,767.0
16888,62422,Margin of Error,125 percent of poverty level,,,85.0
16889,62422,Margin of Error,150 percent of poverty level,,,95.0
16890,62422,Margin of Error,185 percent of poverty level,,,99.0
16891,62422,Margin of Error,200 percent of poverty level,,,113.0
16892,62422,Margin of Error,300 percent of poverty level,,,131.0
16893,62422,Margin of Error,400 percent of poverty level,,,137.0
16894,62422,Margin of Error,50 percent of poverty level,,,68.0
16895,62422,Margin of Error,500 percent of poverty level,,,147.0
16896,62423,Estimate,125 percent of poverty level,,,28.0
16897,62423,Estimate,150 percent of poverty level,,,28.0
16898,62423,Estimate,185 percent of poverty level,,,28.0
16899,62423,Estimate,200 percent of poverty level,,,28.0
16900,62423,Estimate,300 percent of poverty level,,,65.0
16901,62423,Estimate,400 percent of poverty level,,,351.0
16902,62423,Estimate,50 percent of poverty level,,,0.0
16903,62423,Estimate,500 percent of poverty level,,,468.0
16904,62423,Margin of Error,125 percent of poverty level,,,44.0
16905,62423,Margin of Error,150 percent of poverty level,,,44.0
16906,62423,Margin of Error,185 percent of poverty level,,,44.0
16907,62423,Margin of Error,200 percent of poverty level,,,44.0
16908,62423,Margin of Error,300 percent of poverty level,,,60.0
16909,62423,Margin of Error,400 percent of poverty level,,,322.0
16910,62423,Margin of Error,50 percent of poverty level,,,12.0
16911,62423,Margin of Error,500 percent of poverty level,,,316.0
16912,62424,Estimate,125 percent of poverty level,,,244.0
16913,62424,Estimate,150 percent of poverty level,,,320.0
16914,62424,Estimate,185 percent of poverty level,,,421.0
16915,62424,Estimate,200 percent of poverty level,,,474.0
16916,62424,Estimate,300 percent of poverty level,,,983.0
16917,62424,Estimate,400 percent of poverty level,,,1511.0
16918,62424,Estimate,50 percent of poverty level,,,16.0
16919,62424,Estimate,500 percent of poverty level,,,1781.0
16920,62424,Margin of Error,125 percent of poverty level,,,145.0
16921,62424,Margin of Error,150 percent of poverty level,,,152.0
16922,62424,Margin of Error,185 percent of poverty level,,,163.0
16923,62424,Margin of Error,200 percent of poverty level,,,163.0
16924,62424,Margin of Error,300 percent of poverty level,,,226.0
16925,62424,Margin of Error,400 percent of poverty level,,,234.0
16926,62424,Margin of Error,50 percent of poverty level,,,22.0
16927,62424,Margin of Error,500 percent of poverty level,,,260.0
16928,62425,Estimate,125 percent of poverty level,,,116.0
16929,62425,Estimate,150 percent of poverty level,,,116.0
16930,62425,Estimate,185 percent of poverty level,,,116.0
16931,62425,Estimate,200 percent of poverty level,,,116.0
16932,62425,Estimate,300 percent of poverty level,,,186.0
16933,62425,Estimate,400 percent of poverty level,,,200.0
16934,62425,Estimate,50 percent of poverty level,,,17.0
16935,62425,Estimate,500 percent of poverty level,,,217.0
16936,62425,Margin of Error,125 percent of poverty level,,,70.0
16937,62425,Margin of Error,150 percent of poverty level,,,70.0
16938,62425,Margin of Error,185 percent of poverty level,,,70.0
16939,62425,Margin of Error,200 percent of poverty level,,,70.0
16940,62425,Margin of Error,300 percent of poverty level,,,105.0
16941,62425,Margin of Error,400 percent of poverty level,,,110.0
16942,62425,Margin of Error,50 percent of poverty level,,,27.0
16943,62425,Margin of Error,500 percent of poverty level,,,119.0
16944,62426,Estimate,125 percent of poverty level,,,312.0
16945,62426,Estimate,150 percent of poverty level,,,333.0
16946,62426,Estimate,185 percent of poverty level,,,402.0
16947,62426,Estimate,200 percent of poverty level,,,419.0
16948,62426,Estimate,300 percent of poverty level,,,612.0
16949,62426,Estimate,400 percent of poverty level,,,711.0
16950,62426,Estimate,50 percent of poverty level,,,50.0
16951,62426,Estimate,500 percent of poverty level,,,774.0
16952,62426,Margin of Error,125 percent of poverty level,,,147.0
16953,62426,Margin of Error,150 percent of poverty level,,,147.0
16954,62426,Margin of Error,185 percent of poverty level,,,143.0
16955,62426,Margin of Error,200 percent of poverty level,,,145.0
16956,62426,Margin of Error,300 percent of poverty level,,,165.0
16957,62426,Margin of Error,400 percent of poverty level,,,165.0
16958,62426,Margin of Error,50 percent of poverty level,,,44.0
16959,62426,Margin of Error,500 percent of poverty level,,,169.0
16960,62427,Estimate,125 percent of poverty level,,,406.0
16961,62427,Estimate,150 percent of poverty level,,,451.0
16962,62427,Estimate,185 percent of poverty level,,,578.0
16963,62427,Estimate,200 percent of poverty level,,,605.0
16964,62427,Estimate,300 percent of poverty level,,,776.0
16965,62427,Estimate,400 percent of poverty level,,,1268.0
16966,62427,Estimate,50 percent of poverty level,,,141.0
16967,62427,Estimate,500 percent of poverty level,,,1418.0
16968,62427,Margin of Error,125 percent of poverty level,,,209.0
16969,62427,Margin of Error,150 percent of poverty level,,,220.0
16970,62427,Margin of Error,185 percent of poverty level,,,244.0
16971,62427,Margin of Error,200 percent of poverty level,,,244.0
16972,62427,Margin of Error,300 percent of poverty level,,,243.0
16973,62427,Margin of Error,400 percent of poverty level,,,311.0
16974,62427,Margin of Error,50 percent of poverty level,,,89.0
16975,62427,Margin of Error,500 percent of poverty level,,,308.0
16976,62428,Estimate,125 percent of poverty level,,,396.0
16977,62428,Estimate,150 percent of poverty level,,,675.0
16978,62428,Estimate,185 percent of poverty level,,,769.0
16979,62428,Estimate,200 percent of poverty level,,,808.0
16980,62428,Estimate,300 percent of poverty level,,,1476.0
16981,62428,Estimate,400 percent of poverty level,,,1874.0
16982,62428,Estimate,50 percent of poverty level,,,122.0
16983,62428,Estimate,500 percent of poverty level,,,2197.0
16984,62428,Margin of Error,125 percent of poverty level,,,153.0
16985,62428,Margin of Error,150 percent of poverty level,,,190.0
16986,62428,Margin of Error,185 percent of poverty level,,,205.0
16987,62428,Margin of Error,200 percent of poverty level,,,205.0
16988,62428,Margin of Error,300 percent of poverty level,,,268.0
16989,62428,Margin of Error,400 percent of poverty level,,,308.0
16990,62428,Margin of Error,50 percent of poverty level,,,74.0
16991,62428,Margin of Error,500 percent of poverty level,,,318.0
16992,62431,Estimate,125 percent of poverty level,,,139.0
16993,62431,Estimate,150 percent of poverty level,,,180.0
16994,62431,Estimate,185 percent of poverty level,,,275.0
16995,62431,Estimate,200 percent of poverty level,,,305.0
16996,62431,Estimate,300 percent of poverty level,,,503.0
16997,62431,Estimate,400 percent of poverty level,,,656.0
16998,62431,Estimate,50 percent of poverty level,,,87.0
16999,62431,Estimate,500 percent of poverty level,,,777.0
17000,62431,Margin of Error,125 percent of poverty level,,,128.0
17001,62431,Margin of Error,150 percent of poverty level,,,120.0
17002,62431,Margin of Error,185 percent of poverty level,,,140.0
17003,62431,Margin of Error,200 percent of poverty level,,,145.0
17004,62431,Margin of Error,300 percent of poverty level,,,180.0
17005,62431,Margin of Error,400 percent of poverty level,,,193.0
17006,62431,Margin of Error,50 percent of poverty level,,,124.0
17007,62431,Margin of Error,500 percent of poverty level,,,201.0
17008,62432,Estimate,125 percent of poverty level,,,25.0
17009,62432,Estimate,150 percent of poverty level,,,41.0
17010,62432,Estimate,185 percent of poverty level,,,91.0
17011,62432,Estimate,200 percent of poverty level,,,102.0
17012,62432,Estimate,300 percent of poverty level,,,191.0
17013,62432,Estimate,400 percent of poverty level,,,274.0
17014,62432,Estimate,50 percent of poverty level,,,8.0
17015,62432,Estimate,500 percent of poverty level,,,300.0
17016,62432,Margin of Error,125 percent of poverty level,,,20.0
17017,62432,Margin of Error,150 percent of poverty level,,,31.0
17018,62432,Margin of Error,185 percent of poverty level,,,46.0
17019,62432,Margin of Error,200 percent of poverty level,,,47.0
17020,62432,Margin of Error,300 percent of poverty level,,,79.0
17021,62432,Margin of Error,400 percent of poverty level,,,91.0
17022,62432,Margin of Error,50 percent of poverty level,,,9.0
17023,62432,Margin of Error,500 percent of poverty level,,,101.0
17024,62433,Estimate,125 percent of poverty level,,,185.0
17025,62433,Estimate,150 percent of poverty level,,,203.0
17026,62433,Estimate,185 percent of poverty level,,,257.0
17027,62433,Estimate,200 percent of poverty level,,,296.0
17028,62433,Estimate,300 percent of poverty level,,,396.0
17029,62433,Estimate,400 percent of poverty level,,,623.0
17030,62433,Estimate,50 percent of poverty level,,,110.0
17031,62433,Estimate,500 percent of poverty level,,,733.0
17032,62433,Margin of Error,125 percent of poverty level,,,81.0
17033,62433,Margin of Error,150 percent of poverty level,,,84.0
17034,62433,Margin of Error,185 percent of poverty level,,,93.0
17035,62433,Margin of Error,200 percent of poverty level,,,102.0
17036,62433,Margin of Error,300 percent of poverty level,,,117.0
17037,62433,Margin of Error,400 percent of poverty level,,,159.0
17038,62433,Margin of Error,50 percent of poverty level,,,77.0
17039,62433,Margin of Error,500 percent of poverty level,,,176.0
17040,62434,Estimate,125 percent of poverty level,,,5.0
17041,62434,Estimate,150 percent of poverty level,,,19.0
17042,62434,Estimate,185 percent of poverty level,,,37.0
17043,62434,Estimate,200 percent of poverty level,,,58.0
17044,62434,Estimate,300 percent of poverty level,,,84.0
17045,62434,Estimate,400 percent of poverty level,,,144.0
17046,62434,Estimate,50 percent of poverty level,,,0.0
17047,62434,Estimate,500 percent of poverty level,,,174.0
17048,62434,Margin of Error,125 percent of poverty level,,,8.0
17049,62434,Margin of Error,150 percent of poverty level,,,24.0
17050,62434,Margin of Error,185 percent of poverty level,,,36.0
17051,62434,Margin of Error,200 percent of poverty level,,,40.0
17052,62434,Margin of Error,300 percent of poverty level,,,45.0
17053,62434,Margin of Error,400 percent of poverty level,,,63.0
17054,62434,Margin of Error,50 percent of poverty level,,,12.0
17055,62434,Margin of Error,500 percent of poverty level,,,79.0
17056,62436,Estimate,125 percent of poverty level,,,164.0
17057,62436,Estimate,150 percent of poverty level,,,184.0
17058,62436,Estimate,185 percent of poverty level,,,214.0
17059,62436,Estimate,200 percent of poverty level,,,216.0
17060,62436,Estimate,300 percent of poverty level,,,298.0
17061,62436,Estimate,400 percent of poverty level,,,433.0
17062,62436,Estimate,50 percent of poverty level,,,33.0
17063,62436,Estimate,500 percent of poverty level,,,564.0
17064,62436,Margin of Error,125 percent of poverty level,,,114.0
17065,62436,Margin of Error,150 percent of poverty level,,,118.0
17066,62436,Margin of Error,185 percent of poverty level,,,126.0
17067,62436,Margin of Error,200 percent of poverty level,,,125.0
17068,62436,Margin of Error,300 percent of poverty level,,,142.0
17069,62436,Margin of Error,400 percent of poverty level,,,156.0
17070,62436,Margin of Error,50 percent of poverty level,,,21.0
17071,62436,Margin of Error,500 percent of poverty level,,,154.0
17072,62438,Estimate,125 percent of poverty level,,,74.0
17073,62438,Estimate,150 percent of poverty level,,,102.0
17074,62438,Estimate,185 percent of poverty level,,,102.0
17075,62438,Estimate,200 percent of poverty level,,,173.0
17076,62438,Estimate,300 percent of poverty level,,,237.0
17077,62438,Estimate,400 percent of poverty level,,,266.0
17078,62438,Estimate,50 percent of poverty level,,,35.0
17079,62438,Estimate,500 percent of poverty level,,,323.0
17080,62438,Margin of Error,125 percent of poverty level,,,65.0
17081,62438,Margin of Error,150 percent of poverty level,,,78.0
17082,62438,Margin of Error,185 percent of poverty level,,,78.0
17083,62438,Margin of Error,200 percent of poverty level,,,114.0
17084,62438,Margin of Error,300 percent of poverty level,,,152.0
17085,62438,Margin of Error,400 percent of poverty level,,,159.0
17086,62438,Margin of Error,50 percent of poverty level,,,36.0
17087,62438,Margin of Error,500 percent of poverty level,,,179.0
17088,62439,Estimate,125 percent of poverty level,,,1359.0
17089,62439,Estimate,150 percent of poverty level,,,1889.0
17090,62439,Estimate,185 percent of poverty level,,,2278.0
17091,62439,Estimate,200 percent of poverty level,,,2529.0
17092,62439,Estimate,300 percent of poverty level,,,4087.0
17093,62439,Estimate,400 percent of poverty level,,,4725.0
17094,62439,Estimate,50 percent of poverty level,,,503.0
17095,62439,Estimate,500 percent of poverty level,,,5513.0
17096,62439,Margin of Error,125 percent of poverty level,,,304.0
17097,62439,Margin of Error,150 percent of poverty level,,,344.0
17098,62439,Margin of Error,185 percent of poverty level,,,366.0
17099,62439,Margin of Error,200 percent of poverty level,,,392.0
17100,62439,Margin of Error,300 percent of poverty level,,,451.0
17101,62439,Margin of Error,400 percent of poverty level,,,423.0
17102,62439,Margin of Error,50 percent of poverty level,,,177.0
17103,62439,Margin of Error,500 percent of poverty level,,,314.0
17104,62440,Estimate,125 percent of poverty level,,,231.0
17105,62440,Estimate,150 percent of poverty level,,,237.0
17106,62440,Estimate,185 percent of poverty level,,,266.0
17107,62440,Estimate,200 percent of poverty level,,,272.0
17108,62440,Estimate,300 percent of poverty level,,,563.0
17109,62440,Estimate,400 percent of poverty level,,,661.0
17110,62440,Estimate,50 percent of poverty level,,,54.0
17111,62440,Estimate,500 percent of poverty level,,,868.0
17112,62440,Margin of Error,125 percent of poverty level,,,116.0
17113,62440,Margin of Error,150 percent of poverty level,,,117.0
17114,62440,Margin of Error,185 percent of poverty level,,,128.0
17115,62440,Margin of Error,200 percent of poverty level,,,128.0
17116,62440,Margin of Error,300 percent of poverty level,,,221.0
17117,62440,Margin of Error,400 percent of poverty level,,,230.0
17118,62440,Margin of Error,50 percent of poverty level,,,32.0
17119,62440,Margin of Error,500 percent of poverty level,,,277.0
17120,62441,Estimate,125 percent of poverty level,,,606.0
