,Zipcode,Stats,EMPLOYMENT STATUS,Below poverty level,Percent below poverty level,Total
13741,62282,Margin of Error,Civilian labor force 16 years and over,10.0,4.2,78.0
13742,62282,Margin of Error,Employed,9.0,4.3,74.0
13743,62282,Margin of Error,Employed Female,8.0,6.0,49.0
13744,62282,Margin of Error,Employed Male,3.0,3.6,38.0
13745,62282,Margin of Error,Unemployed,3.0,19.3,19.0
13746,62282,Margin of Error,Unemployed Female,3.0,44.9,5.0
13747,62282,Margin of Error,Unemployed Male,12.0,74.1,18.0
13748,62284,Estimate,Civilian labor force 16 years and over,26.0,12.3,212.0
13749,62284,Estimate,Employed,22.0,11.5,191.0
13750,62284,Estimate,Employed Female,8.0,8.4,95.0
13751,62284,Estimate,Employed Male,14.0,14.6,96.0
13752,62284,Estimate,Unemployed,4.0,19.0,21.0
13753,62284,Estimate,Unemployed Female,0.0,0.0,4.0
13754,62284,Estimate,Unemployed Male,4.0,23.5,17.0
13755,62284,Margin of Error,Civilian labor force 16 years and over,23.0,9.8,65.0
13756,62284,Margin of Error,Employed,22.0,10.5,61.0
13757,62284,Margin of Error,Employed Female,9.0,9.1,40.0
13758,62284,Margin of Error,Employed Male,16.0,15.2,33.0
13759,62284,Margin of Error,Unemployed,6.0,28.4,16.0
13760,62284,Margin of Error,Unemployed Female,12.0,100.0,6.0
13761,62284,Margin of Error,Unemployed Male,6.0,32.3,13.0
13762,62285,Estimate,Civilian labor force 16 years and over,54.0,2.0,2699.0
13763,62285,Estimate,Employed,45.0,1.7,2612.0
13764,62285,Estimate,Employed Female,9.0,0.7,1323.0
13765,62285,Estimate,Employed Male,36.0,2.8,1289.0
13766,62285,Estimate,Unemployed,9.0,10.3,87.0
13767,62285,Estimate,Unemployed Female,9.0,10.3,87.0
13768,62285,Estimate,Unemployed Male,0.0,,0.0
13769,62285,Margin of Error,Civilian labor force 16 years and over,67.0,2.6,348.0
13770,62285,Margin of Error,Employed,56.0,2.2,322.0
13771,62285,Margin of Error,Employed Female,15.0,1.1,190.0
13772,62285,Margin of Error,Employed Male,49.0,3.9,166.0
13773,62285,Margin of Error,Unemployed,16.0,23.9,85.0
13774,62285,Margin of Error,Unemployed Female,16.0,23.9,85.0
13775,62285,Margin of Error,Unemployed Male,12.0,,12.0
13776,62286,Estimate,Civilian labor force 16 years and over,173.0,5.4,3223.0
13777,62286,Estimate,Employed,137.0,4.5,3068.0
13778,62286,Estimate,Employed Female,111.0,9.0,1234.0
13779,62286,Estimate,Employed Male,26.0,1.4,1834.0
13780,62286,Estimate,Unemployed,36.0,23.2,155.0
13781,62286,Estimate,Unemployed Female,12.0,15.4,78.0
13782,62286,Estimate,Unemployed Male,24.0,31.2,77.0
13783,62286,Margin of Error,Civilian labor force 16 years and over,79.0,2.4,261.0
13784,62286,Margin of Error,Employed,73.0,2.3,260.0
13785,62286,Margin of Error,Employed Female,65.0,5.3,171.0
13786,62286,Margin of Error,Employed Male,26.0,1.4,232.0
13787,62286,Margin of Error,Unemployed,34.0,20.8,78.0
13788,62286,Margin of Error,Unemployed Female,15.0,20.7,57.0
13789,62286,Margin of Error,Unemployed Male,30.0,35.5,60.0
13790,62288,Estimate,Civilian labor force 16 years and over,39.0,3.0,1315.0
13791,62288,Estimate,Employed,34.0,2.7,1279.0
13792,62288,Estimate,Employed Female,29.0,4.7,621.0
13793,62288,Estimate,Employed Male,5.0,0.8,658.0
13794,62288,Estimate,Unemployed,5.0,13.9,36.0
13795,62288,Estimate,Unemployed Female,5.0,15.6,32.0
13796,62288,Estimate,Unemployed Male,0.0,0.0,4.0
13797,62288,Margin of Error,Civilian labor force 16 years and over,33.0,2.5,175.0
13798,62288,Margin of Error,Employed,32.0,2.4,180.0
13799,62288,Margin of Error,Employed Female,31.0,4.9,116.0
13800,62288,Margin of Error,Employed Male,7.0,1.1,98.0
13801,62288,Margin of Error,Unemployed,8.0,25.8,32.0
13802,62288,Margin of Error,Unemployed Female,8.0,30.0,32.0
13803,62288,Margin of Error,Unemployed Male,12.0,100.0,6.0
13804,62289,Estimate,Civilian labor force 16 years and over,17.0,11.0,154.0
13805,62289,Estimate,Employed,12.0,9.2,131.0
13806,62289,Estimate,Employed Female,9.0,14.1,64.0
13807,62289,Estimate,Employed Male,3.0,4.5,67.0
13808,62289,Estimate,Unemployed,5.0,21.7,23.0
13809,62289,Estimate,Unemployed Female,0.0,0.0,16.0
13810,62289,Estimate,Unemployed Male,5.0,71.4,7.0
13811,62289,Margin of Error,Civilian labor force 16 years and over,21.0,12.5,65.0
13812,62289,Margin of Error,Employed,12.0,8.7,50.0
13813,62289,Margin of Error,Employed Female,10.0,13.9,26.0
13814,62289,Margin of Error,Employed Male,5.0,8.1,30.0
13815,62289,Margin of Error,Unemployed,11.0,41.6,26.0
13816,62289,Margin of Error,Unemployed Female,12.0,74.1,21.0
13817,62289,Margin of Error,Unemployed Male,11.0,57.7,12.0
13818,62292,Estimate,Civilian labor force 16 years and over,24.0,5.4,447.0
13819,62292,Estimate,Employed,22.0,5.2,423.0
13820,62292,Estimate,Employed Female,5.0,3.1,160.0
13821,62292,Estimate,Employed Male,17.0,6.5,263.0
13822,62292,Estimate,Unemployed,2.0,8.3,24.0
13823,62292,Estimate,Unemployed Female,0.0,0.0,5.0
13824,62292,Estimate,Unemployed Male,2.0,10.5,19.0
13825,62292,Margin of Error,Civilian labor force 16 years and over,16.0,4.7,190.0
13826,62292,Margin of Error,Employed,16.0,4.9,186.0
13827,62292,Margin of Error,Employed Female,9.0,6.0,55.0
13828,62292,Margin of Error,Employed Male,14.0,7.3,158.0
13829,62292,Margin of Error,Unemployed,3.0,12.8,17.0
13830,62292,Margin of Error,Unemployed Female,12.0,100.0,8.0
13831,62292,Margin of Error,Unemployed Male,3.0,16.6,15.0
13832,62293,Estimate,Civilian labor force 16 years and over,44.0,2.1,2141.0
13833,62293,Estimate,Employed,44.0,2.1,2124.0
13834,62293,Estimate,Employed Female,10.0,0.9,1126.0
13835,62293,Estimate,Employed Male,34.0,3.4,998.0
13836,62293,Estimate,Unemployed,0.0,0.0,17.0
13837,62293,Estimate,Unemployed Female,0.0,,0.0
13838,62293,Estimate,Unemployed Male,0.0,0.0,17.0
13839,62293,Margin of Error,Civilian labor force 16 years and over,34.0,1.6,239.0
13840,62293,Margin of Error,Employed,34.0,1.6,239.0
13841,62293,Margin of Error,Employed Female,12.0,1.1,176.0
13842,62293,Margin of Error,Employed Male,31.0,3.1,141.0
13843,62293,Margin of Error,Unemployed,12.0,71.9,11.0
13844,62293,Margin of Error,Unemployed Female,12.0,,12.0
13845,62293,Margin of Error,Unemployed Male,12.0,71.9,11.0
13846,62294,Estimate,Civilian labor force 16 years and over,176.0,2.5,6959.0
13847,62294,Estimate,Employed,130.0,1.9,6761.0
13848,62294,Estimate,Employed Female,26.0,0.8,3132.0
13849,62294,Estimate,Employed Male,104.0,2.9,3629.0
13850,62294,Estimate,Unemployed,46.0,23.2,198.0
13851,62294,Estimate,Unemployed Female,35.0,28.7,122.0
13852,62294,Estimate,Unemployed Male,11.0,14.5,76.0
13853,62294,Margin of Error,Civilian labor force 16 years and over,119.0,1.7,536.0
13854,62294,Margin of Error,Employed,102.0,1.5,537.0
13855,62294,Margin of Error,Employed Female,37.0,1.2,330.0
13856,62294,Margin of Error,Employed Male,96.0,2.6,292.0
13857,62294,Margin of Error,Unemployed,53.0,24.8,86.0
13858,62294,Margin of Error,Unemployed Female,51.0,37.7,68.0
13859,62294,Margin of Error,Unemployed Male,14.0,18.2,55.0
13860,62295,Estimate,Civilian labor force 16 years and over,7.0,0.8,851.0
13861,62295,Estimate,Employed,4.0,0.5,828.0
13862,62295,Estimate,Employed Female,4.0,0.9,442.0
13863,62295,Estimate,Employed Male,0.0,0.0,386.0
13864,62295,Estimate,Unemployed,3.0,13.0,23.0
13865,62295,Estimate,Unemployed Female,0.0,0.0,7.0
13866,62295,Estimate,Unemployed Male,3.0,18.8,16.0
13867,62295,Margin of Error,Civilian labor force 16 years and over,11.0,1.3,133.0
13868,62295,Margin of Error,Employed,10.0,1.2,129.0
13869,62295,Margin of Error,Employed Female,10.0,2.3,89.0
13870,62295,Margin of Error,Employed Male,12.0,8.1,69.0
13871,62295,Margin of Error,Unemployed,5.0,21.5,17.0
13872,62295,Margin of Error,Unemployed Female,12.0,100.0,8.0
13873,62295,Margin of Error,Unemployed Male,5.0,32.1,15.0
13874,62297,Estimate,Civilian labor force 16 years and over,51.0,32.3,158.0
13875,62297,Estimate,Employed,23.0,17.7,130.0
13876,62297,Estimate,Employed Female,0.0,0.0,34.0
13877,62297,Estimate,Employed Male,23.0,24.0,96.0
13878,62297,Estimate,Unemployed,28.0,100.0,28.0
13879,62297,Estimate,Unemployed Female,28.0,100.0,28.0
13880,62297,Estimate,Unemployed Male,0.0,,0.0
13881,62297,Margin of Error,Civilian labor force 16 years and over,77.0,38.5,98.0
13882,62297,Margin of Error,Employed,35.0,25.0,70.0
13883,62297,Margin of Error,Employed Female,12.0,50.9,20.0
13884,62297,Margin of Error,Employed Male,35.0,32.2,63.0
13885,62297,Margin of Error,Unemployed,43.0,56.0,43.0
13886,62297,Margin of Error,Unemployed Female,43.0,56.0,43.0
13887,62297,Margin of Error,Unemployed Male,12.0,,12.0
13888,62298,Estimate,Civilian labor force 16 years and over,112.0,1.2,9139.0
13889,62298,Estimate,Employed,111.0,1.2,8885.0
13890,62298,Estimate,Employed Female,42.0,1.0,4282.0
13891,62298,Estimate,Employed Male,69.0,1.5,4603.0
13892,62298,Estimate,Unemployed,1.0,0.4,254.0
13893,62298,Estimate,Unemployed Female,0.0,0.0,146.0
13894,62298,Estimate,Unemployed Male,1.0,0.9,108.0
13895,62298,Margin of Error,Civilian labor force 16 years and over,95.0,1.0,481.0
13896,62298,Margin of Error,Employed,95.0,1.1,496.0
13897,62298,Margin of Error,Employed Female,51.0,1.2,292.0
13898,62298,Margin of Error,Employed Male,75.0,1.6,333.0
13899,62298,Margin of Error,Unemployed,4.0,1.4,102.0
13900,62298,Margin of Error,Unemployed Female,19.0,19.8,80.0
13901,62298,Margin of Error,Unemployed Male,4.0,3.7,65.0
13902,62301,Estimate,Civilian labor force 16 years and over,1257.0,7.9,16009.0
13903,62301,Estimate,Employed,901.0,6.0,15115.0
13904,62301,Estimate,Employed Female,507.0,6.7,7549.0
13905,62301,Estimate,Employed Male,394.0,5.2,7566.0
13906,62301,Estimate,Unemployed,356.0,39.8,894.0
13907,62301,Estimate,Unemployed Female,174.0,40.3,432.0
13908,62301,Estimate,Unemployed Male,182.0,39.4,462.0
13909,62301,Margin of Error,Civilian labor force 16 years and over,290.0,1.8,576.0
13910,62301,Margin of Error,Employed,249.0,1.7,619.0
13911,62301,Margin of Error,Employed Female,152.0,2.0,430.0
13912,62301,Margin of Error,Employed Male,172.0,2.3,378.0
13913,62301,Margin of Error,Unemployed,133.0,10.5,194.0
13914,62301,Margin of Error,Unemployed Female,95.0,16.1,135.0
13915,62301,Margin of Error,Unemployed Male,107.0,14.7,177.0
13916,62305,Estimate,Civilian labor force 16 years and over,521.0,5.0,10472.0
13917,62305,Estimate,Employed,415.0,4.1,10165.0
13918,62305,Estimate,Employed Female,332.0,6.8,4901.0
13919,62305,Estimate,Employed Male,83.0,1.6,5264.0
13920,62305,Estimate,Unemployed,106.0,34.5,307.0
13921,62305,Estimate,Unemployed Female,19.0,11.7,163.0
13922,62305,Estimate,Unemployed Male,87.0,60.4,144.0
13923,62305,Margin of Error,Civilian labor force 16 years and over,306.0,2.8,762.0
13924,62305,Margin of Error,Employed,276.0,2.7,740.0
13925,62305,Margin of Error,Employed Female,257.0,5.0,522.0
13926,62305,Margin of Error,Employed Male,78.0,1.5,408.0
13927,62305,Margin of Error,Unemployed,95.0,24.3,142.0
13928,62305,Margin of Error,Unemployed Female,31.0,19.0,111.0
13929,62305,Margin of Error,Unemployed Male,82.0,31.1,91.0
13930,62311,Estimate,Civilian labor force 16 years and over,29.0,7.9,368.0
13931,62311,Estimate,Employed,19.0,5.4,354.0
13932,62311,Estimate,Employed Female,0.0,0.0,174.0
13933,62311,Estimate,Employed Male,19.0,10.6,180.0
13934,62311,Estimate,Unemployed,10.0,71.4,14.0
13935,62311,Estimate,Unemployed Female,10.0,100.0,10.0
13936,62311,Estimate,Unemployed Male,0.0,0.0,4.0
13937,62311,Margin of Error,Civilian labor force 16 years and over,25.0,6.3,92.0
13938,62311,Margin of Error,Employed,18.0,4.8,87.0
13939,62311,Margin of Error,Employed Female,12.0,17.0,59.0
13940,62311,Margin of Error,Employed Male,18.0,9.2,51.0
13941,62311,Margin of Error,Unemployed,19.0,60.3,21.0
13942,62311,Margin of Error,Unemployed Female,19.0,93.8,19.0
13943,62311,Margin of Error,Unemployed Male,12.0,100.0,7.0
13944,62312,Estimate,Civilian labor force 16 years and over,107.0,10.9,985.0
13945,62312,Estimate,Employed,75.0,8.0,932.0
13946,62312,Estimate,Employed Female,56.0,11.9,471.0
13947,62312,Estimate,Employed Male,19.0,4.1,461.0
13948,62312,Estimate,Unemployed,32.0,60.4,53.0
13949,62312,Estimate,Unemployed Female,32.0,72.7,44.0
13950,62312,Estimate,Unemployed Male,0.0,0.0,9.0
13951,62312,Margin of Error,Civilian labor force 16 years and over,50.0,5.1,148.0
13952,62312,Margin of Error,Employed,39.0,4.2,149.0
13953,62312,Margin of Error,Employed Female,34.0,6.9,85.0
13954,62312,Margin of Error,Employed Male,18.0,3.9,90.0
13955,62312,Margin of Error,Unemployed,26.0,23.3,34.0
13956,62312,Margin of Error,Unemployed Female,26.0,27.8,27.0
13957,62312,Margin of Error,Unemployed Male,12.0,98.9,12.0
13958,62313,Estimate,Civilian labor force 16 years and over,3.0,1.2,258.0
13959,62313,Estimate,Employed,3.0,1.3,237.0
13960,62313,Estimate,Employed Female,3.0,2.6,117.0
13961,62313,Estimate,Employed Male,0.0,0.0,120.0
13962,62313,Estimate,Unemployed,0.0,0.0,21.0
13963,62313,Estimate,Unemployed Female,0.0,0.0,16.0
13964,62313,Estimate,Unemployed Male,0.0,0.0,5.0
13965,62313,Margin of Error,Civilian labor force 16 years and over,6.0,2.5,123.0
13966,62313,Margin of Error,Employed,6.0,2.7,111.0
13967,62313,Margin of Error,Employed Female,6.0,5.4,55.0
13968,62313,Margin of Error,Employed Male,12.0,23.4,59.0
13969,62313,Margin of Error,Unemployed,12.0,64.7,23.0
13970,62313,Margin of Error,Unemployed Female,12.0,74.1,22.0
13971,62313,Margin of Error,Unemployed Male,12.0,100.0,9.0
13972,62314,Estimate,Civilian labor force 16 years and over,0.0,0.0,381.0
13973,62314,Estimate,Employed,0.0,0.0,319.0
13974,62314,Estimate,Employed Female,0.0,0.0,154.0
13975,62314,Estimate,Employed Male,0.0,0.0,165.0
13976,62314,Estimate,Unemployed,0.0,0.0,62.0
13977,62314,Estimate,Unemployed Female,0.0,0.0,16.0
13978,62314,Estimate,Unemployed Male,0.0,0.0,46.0
13979,62314,Margin of Error,Civilian labor force 16 years and over,12.0,8.2,101.0
13980,62314,Margin of Error,Employed,12.0,9.7,91.0
13981,62314,Margin of Error,Employed Female,12.0,18.9,53.0
13982,62314,Margin of Error,Employed Male,12.0,17.8,55.0
13983,62314,Margin of Error,Unemployed,12.0,37.6,65.0
13984,62314,Margin of Error,Unemployed Female,12.0,74.1,21.0
13985,62314,Margin of Error,Unemployed Male,12.0,43.7,53.0
13986,62316,Estimate,Civilian labor force 16 years and over,15.0,4.1,367.0
13987,62316,Estimate,Employed,14.0,4.0,348.0
13988,62316,Estimate,Employed Female,4.0,2.8,145.0
13989,62316,Estimate,Employed Male,10.0,4.9,203.0
13990,62316,Estimate,Unemployed,1.0,5.3,19.0
13991,62316,Estimate,Unemployed Female,1.0,5.3,19.0
13992,62316,Estimate,Unemployed Male,0.0,,0.0
13993,62316,Margin of Error,Civilian labor force 16 years and over,19.0,5.1,99.0
13994,62316,Margin of Error,Employed,18.0,5.3,91.0
13995,62316,Margin of Error,Employed Female,5.0,3.3,48.0
13996,62316,Margin of Error,Employed Male,15.0,7.3,53.0
13997,62316,Margin of Error,Unemployed,4.0,27.5,22.0
13998,62316,Margin of Error,Unemployed Female,4.0,27.5,22.0
13999,62316,Margin of Error,Unemployed Male,12.0,,12.0
14000,62319,Estimate,Civilian labor force 16 years and over,9.0,16.4,55.0
14001,62319,Estimate,Employed,7.0,13.2,53.0
14002,62319,Estimate,Employed Female,0.0,0.0,13.0
14003,62319,Estimate,Employed Male,7.0,17.5,40.0
14004,62319,Estimate,Unemployed,2.0,100.0,2.0
14005,62319,Estimate,Unemployed Female,0.0,,0.0
14006,62319,Estimate,Unemployed Male,2.0,100.0,2.0
14007,62319,Margin of Error,Civilian labor force 16 years and over,11.0,18.8,24.0
14008,62319,Margin of Error,Employed,11.0,19.0,24.0
14009,62319,Margin of Error,Employed Female,12.0,82.3,10.0
14010,62319,Margin of Error,Employed Male,11.0,22.8,21.0
14011,62319,Margin of Error,Unemployed,3.0,100.0,3.0
14012,62319,Margin of Error,Unemployed Female,12.0,,12.0
14013,62319,Margin of Error,Unemployed Male,3.0,100.0,3.0
14014,62320,Estimate,Civilian labor force 16 years and over,16.0,1.3,1254.0
14015,62320,Estimate,Employed,6.0,0.5,1234.0
14016,62320,Estimate,Employed Female,1.0,0.2,606.0
14017,62320,Estimate,Employed Male,5.0,0.8,628.0
14018,62320,Estimate,Unemployed,10.0,50.0,20.0
14019,62320,Estimate,Unemployed Female,7.0,63.6,11.0
14020,62320,Estimate,Unemployed Male,3.0,33.3,9.0
14021,62320,Margin of Error,Civilian labor force 16 years and over,13.0,1.0,214.0
14022,62320,Margin of Error,Employed,6.0,0.5,214.0
14023,62320,Margin of Error,Employed Female,2.0,0.4,126.0
14024,62320,Margin of Error,Employed Male,6.0,1.0,118.0
14025,62320,Margin of Error,Unemployed,8.0,29.8,13.0
14026,62320,Margin of Error,Unemployed Female,7.0,43.8,10.0
14027,62320,Margin of Error,Unemployed Male,5.0,42.9,8.0
14028,62321,Estimate,Civilian labor force 16 years and over,101.0,5.5,1853.0
14029,62321,Estimate,Employed,90.0,5.0,1783.0
14030,62321,Estimate,Employed Female,52.0,6.1,849.0
14031,62321,Estimate,Employed Male,38.0,4.1,934.0
14032,62321,Estimate,Unemployed,11.0,15.7,70.0
14033,62321,Estimate,Unemployed Female,0.0,0.0,25.0
14034,62321,Estimate,Unemployed Male,11.0,24.4,45.0
14035,62321,Margin of Error,Civilian labor force 16 years and over,56.0,3.3,208.0
14036,62321,Margin of Error,Employed,47.0,2.9,209.0
14037,62321,Margin of Error,Employed Female,44.0,5.4,132.0
14038,62321,Margin of Error,Employed Male,25.0,2.6,124.0
14039,62321,Margin of Error,Unemployed,18.0,25.4,57.0
14040,62321,Margin of Error,Unemployed Female,12.0,59.3,23.0
14041,62321,Margin of Error,Unemployed Male,18.0,37.2,38.0
14042,62323,Estimate,Civilian labor force 16 years and over,4.0,4.7,85.0
14043,62323,Estimate,Employed,4.0,4.9,81.0
14044,62323,Estimate,Employed Female,0.0,0.0,20.0
14045,62323,Estimate,Employed Male,4.0,6.6,61.0
14046,62323,Estimate,Unemployed,0.0,0.0,4.0
14047,62323,Estimate,Unemployed Female,0.0,,0.0
14048,62323,Estimate,Unemployed Male,0.0,0.0,4.0
14049,62323,Margin of Error,Civilian labor force 16 years and over,6.0,7.7,40.0
14050,62323,Margin of Error,Employed,6.0,8.1,38.0
14051,62323,Margin of Error,Employed Female,12.0,66.3,15.0
14052,62323,Margin of Error,Employed Male,6.0,10.7,35.0
14053,62323,Margin of Error,Unemployed,12.0,100.0,6.0
14054,62323,Margin of Error,Unemployed Female,12.0,,12.0
14055,62323,Margin of Error,Unemployed Male,12.0,100.0,6.0
14056,62324,Estimate,Civilian labor force 16 years and over,69.0,11.5,601.0
14057,62324,Estimate,Employed,69.0,11.7,592.0
14058,62324,Estimate,Employed Female,37.0,15.1,245.0
14059,62324,Estimate,Employed Male,32.0,9.2,347.0
14060,62324,Estimate,Unemployed,0.0,0.0,9.0
14061,62324,Estimate,Unemployed Female,0.0,0.0,2.0
14062,62324,Estimate,Unemployed Male,0.0,0.0,7.0
14063,62324,Margin of Error,Civilian labor force 16 years and over,38.0,5.6,184.0
14064,62324,Margin of Error,Employed,38.0,5.7,184.0
14065,62324,Margin of Error,Employed Female,21.0,8.5,72.0
14066,62324,Margin of Error,Employed Male,26.0,7.3,136.0
14067,62324,Margin of Error,Unemployed,12.0,98.9,11.0
14068,62324,Margin of Error,Unemployed Female,12.0,100.0,3.0
14069,62324,Margin of Error,Unemployed Male,12.0,100.0,10.0
14070,62325,Estimate,Civilian labor force 16 years and over,4.0,1.5,261.0
14071,62325,Estimate,Employed,4.0,1.6,254.0
14072,62325,Estimate,Employed Female,1.0,0.8,120.0
14073,62325,Estimate,Employed Male,3.0,2.2,134.0
14074,62325,Estimate,Unemployed,0.0,0.0,7.0
14075,62325,Estimate,Unemployed Female,0.0,,0.0
14076,62325,Estimate,Unemployed Male,0.0,0.0,7.0
14077,62325,Margin of Error,Civilian labor force 16 years and over,6.0,2.1,68.0
14078,62325,Margin of Error,Employed,6.0,2.1,68.0
14079,62325,Margin of Error,Employed Female,3.0,2.4,34.0
14080,62325,Margin of Error,Employed Male,5.0,3.3,41.0
14081,62325,Margin of Error,Unemployed,12.0,100.0,8.0
14082,62325,Margin of Error,Unemployed Female,12.0,,12.0
14083,62325,Margin of Error,Unemployed Male,12.0,100.0,8.0
14084,62326,Estimate,Civilian labor force 16 years and over,152.0,12.1,1255.0
14085,62326,Estimate,Employed,111.0,9.4,1185.0
14086,62326,Estimate,Employed Female,67.0,11.7,573.0
14087,62326,Estimate,Employed Male,44.0,7.2,612.0
14088,62326,Estimate,Unemployed,41.0,58.6,70.0
14089,62326,Estimate,Unemployed Female,6.0,35.3,17.0
14090,62326,Estimate,Unemployed Male,35.0,66.0,53.0
14091,62326,Margin of Error,Civilian labor force 16 years and over,115.0,7.7,228.0
